image_id,avg_vNDVI,avg_MGRVI,avg_VARI
67b65815-566c-4412-b85e-e2a1ebed3520.png,0.2541948,0.032814063,0.027268488
dc844265-8652-4548-b38c-45384fcf985d.png,0.17271039,0.123823166,0.08401595
a5338fb5-211d-4287-bcb4-48d11af1d43d.png,0.11955864,0.2438335,0.17807308
6ea7de9f-17ad-4a45-bf52-c67908f0edd2.png,0.21698901,0.08432531,0.074583985
1218caa9-0af9-4d7d-9c47-ce0e51c210d9.png,0.16829015,0.17227636,0.13036479
1b3e5396-f009-45b9-b126-6c370f64d3af.png,0.2199959,-0.007994989,-0.0039792387
2c70363b-8d0f-45ca-9b40-a21dd159f5fa.png,0.19543728,0.02422657,0.021032732
3735a424-10a9-4a49-a717-4bab18044c91.png,0.17759214,0.17994477,0.13181207
27006610-f715-4988-b2e6-23b780ce1ef9.png,0.22809753,0.099320866,0.077589765
294bec0d-9dae-4a49-9b03-be35318bac1c.png,0.18265891,0.17052919,0.13171361
ca0d2eb1-117f-4f0b-b2ca-4fdd08e82416.png,0.22835442,0.08167603,0.070464544
f830ac03-6a3b-4aae-bd55-8b21db8ba6ad.png,0.12910958,0.2833885,0.20043243
063b1190-8045-4b6b-ae85-731475d82ca0.png,0.12576845,0.13873789,0.11328995
166bf85c-1171-4959-8719-fddb4f8f41b0.png,0.23258951,-0.03294525,-0.022118948
791542c0-2a8c-4ead-8860-c13928d25378.png,0.09801268,0.33860976,5295.863
f5e8c630-ca43-4662-ab62-f579d8dc4add.png,0.18195108,0.094818875,0.06416425
4a36cc5b-6326-412d-be73-f8475f612655.png,0.2306623,0.07303768,0.062376365
0ed74b2d-1c03-4aac-aaec-6b79f12fa816.png,0.17911145,0.14248754,0.10688144
947c60d2-0322-4ac3-b082-b2f7084573df.png,0.10185871,0.28678396,0.27352554
80848d8d-4ce0-472f-bbe3-817c21ba21b0.png,0.1644843,0.12669437,0.08648266
50db90b6-4178-4423-8ebe-6a170ff027e1.png,0.15376768,0.20418501,0.1468169
35dcf0b0-2a6d-4da2-84f7-421605e8d871.png,0.12351756,0.27099696,0.20853664
4876905e-5950-43b9-a9a2-877cca659fc5.png,0.11244617,0.30172583,0.2752534
b9cef4eb-d1e8-405c-9e04-c4def4f0c295.png,0.12177087,0.26583332,0.2114683
6c6a8f43-5791-4afa-83d8-ec9e9cfab435.png,0.28974888,-0.053311944,-0.038981408
b5742c3b-5bfd-4bd7-9db5-3c5cc7059e39.png,0.31172705,-0.13182768,-0.09206952
1b297498-1223-4ab0-bcd3-22df25a16e67.png,0.12140959,0.28964305,0.23622325
150ef8b7-f5bd-4994-920c-f695e5561ebc.png,0.14055738,0.06666745,0.047187768
e5b4677a-8cb5-4064-acc6-955943112f6a.png,0.23069312,0.072062455,0.052452955
2c866000-67f7-40fe-9fc1-4847f0b0bab5.png,0.17151874,0.15608737,0.115033686
a0b44974-c6fc-457c-9d8e-b06fbd7e4b87.png,0.18818568,-0.007134354,-0.0043983147
4ef1cc16-6876-4109-9e7b-376cb2485a07.png,0.12469988,0.14809597,0.12281623
e05b33ca-91c4-4b17-9b4f-65cbf3fb6d5e.png,0.12417031,0.27079177,0.21420124
712a3869-5f0e-4fe5-9f0c-84554412c2ae.png,0.14135864,0.15992618,0.11237065
2ef60cc9-c4f3-4d60-be29-92b06611e88d.png,0.19020472,0.1636635,0.12596591
777e7950-d769-41cb-b4a8-09f420f5940a.png,0.22716588,0.06561432,0.0477291
6a2cbdfb-8b5d-4e2a-8d67-7db85239d679.png,0.22900404,0.07818355,0.056692902
12be86a6-b602-4a3b-b354-259c4e5855cb.png,0.09653021,0.28695986,0.20292954
b0b37b5a-74da-4889-b4ba-2230718df574.png,0.21985117,0.08568613,0.062234957
101b9c1a-f09c-458b-8d82-f09ff2e9c000.png,0.24844307,0.037449043,0.031454
7e1004af-9f85-4a94-a5d1-f9bee39cbd90.png,0.28897947,-0.08019928,-0.05881424
89d3ee41-074c-4eca-b12f-04cb55c956f4.png,0.13576987,0.119523354,0.08913091
78144892-8c59-41cf-9cd8-ef3b5dfeac0e.png,0.2512135,-0.059519414,-0.042148177
02c35db8-48f7-47b5-a308-f5f052d1829d.png,0.089109056,0.2770785,0.19983362
bd92082e-15a8-4d2a-bf78-06e80aa92add.png,0.2698032,0.0051685544,0.004921941
2d69932a-ed64-420a-9801-8bfa1a7b29e5.png,0.25952032,-0.057805516,-0.042259734
1888ab39-a301-4b22-942c-dad8a679c789.png,0.069498934,0.1936295,0.15580723
e36bbbae-6096-484b-a687-370ec1f89c2e.png,0.17808035,0.028517354,0.02428053
34dec463-cd82-49c0-849d-740c28d9ce42.png,0.16450278,0.19355159,0.14146973
d5fa54da-80cb-41e9-8b07-e03394921356.png,0.16127856,0.18453775,0.1313317
37dca9c0-fecc-446c-a4e1-cc0d5d058a9a.png,0.27817252,-0.044551764,-0.031398084
a418445b-1738-4520-a20f-f6c3ff60651c.png,0.21639961,-0.021953868,-0.014715017
4c5e6c70-fe4c-4b01-9a0b-36aeff8ce316.png,0.22309817,0.020359391,0.014849255
3520956b-486a-433a-b3bf-451e940fe4a1.png,0.13573307,0.17559925,0.12731901
bec23764-9179-49a4-82b6-329bcfd77d31.png,0.3049977,-0.12897706,-0.08999815
b8c54e86-5190-4614-8a1c-60375db374d7.png,0.117912106,0.2886497,0.26022097
db3d32bc-fe2a-4dbb-8f30-e4c953a09f48.png,0.21685345,0.031804208,0.027891867
05ef37c9-e9d7-4142-bd66-4ed62db9016a.png,0.10656762,0.22129294,0.17762257
b29a3a16-4d3c-47ac-a6dc-89094b5a7c94.png,0.050413214,0.30951437,0.24210541
b18ea8a4-fe60-4556-8538-4df65eac5c83.png,0.089042135,0.2916917,0.20878959
9d0f493e-f7ae-413e-b060-172cae58c94b.png,0.31938052,-0.095272936,-0.071164764
7c4ef3e4-cc98-47f4-9ee6-5fc3e20b9740.png,0.105139606,0.3182676,0.23506448
dfd2d3fe-b364-4f7c-800b-d1a5aa3f8df9.png,0.36052194,-0.17340492,-0.113510825
0417af10-8dfd-495b-8878-d36b1327366d.png,0.30543667,-0.12980044,-0.09011428
55427676-790b-4af9-aa39-a17ac1b14129.png,0.204897,0.0077315965,0.008285565
3ba4ff0c-c21d-416e-a5ca-591e71e28e04.png,0.11650032,0.11302875,0.08574224
e50f6aed-7958-4262-a226-c59cdf36d4ab.png,0.120292835,0.30152616,0.21479845
48a90895-c3ba-4a24-8495-b68c443548b8.png,0.16467547,0.038335793,0.028348321
182d0035-47a2-4b26-ac2c-ea80e71786b0.png,0.18682957,0.15806833,0.14030401
c4d37240-867b-4f09-ae5a-d5c231f6acba.png,0.14034438,0.14618295,0.10610232
27587a3d-be70-4e91-8e43-9fddd4b69f02.png,0.10534732,0.2985014,0.21865448
bae13c57-94fd-4431-bac5-96b9ed4959ba.png,0.14902703,0.046083745,0.032134816
140e8316-5171-40eb-8ed5-caa2e8f35bb3.png,0.24240501,-0.021420471,-0.013750973
7e6d792d-a47c-4173-8aaf-cb0d3de22663.png,0.19710898,0.049329627,0.04092981
4ce64231-b10f-446c-b6c0-e91348d03307.png,0.06543029,0.2848644,0.21642691
338539df-f6ce-407b-b0fe-d370e5f1ae7b.png,0.2076573,0.027772965,0.019350838
8724849d-46cd-4365-8b58-30835079bbba.png,0.08966274,0.2598174,0.19986488
5bdeade0-9a72-4f4b-892e-e926aad82dec.png,0.22347687,-0.047993056,-0.033558574
a9de8ed2-20f6-4216-884e-0ccbb3d47302.png,0.22149238,0.0025469174,0.0019813757
86a1a395-dc65-4cd9-924e-c8592c29d5f9.png,0.120720826,0.3033088,0.2878884
12a9e64f-52b4-418e-a8dd-5baa86806b97.png,0.28062016,-0.08703243,-0.06298928
f749f2bd-be4c-47b1-89b5-6daf7e2829be.png,0.20717926,0.052879218,0.039472423
86cda47a-aa05-4b2a-bfe1-4948bd7e3a6c.png,0.09993833,0.29135865,0.20428227
09b78985-f9eb-48ff-a37e-3cd6c824375a.png,0.1396172,0.07857298,0.057499927
98c502e1-87eb-4910-a084-f44979471797.png,0.119247966,0.22763051,0.18899128
34502f71-8c9e-4811-9ff8-306a124e09d7.png,0.23803061,0.07040313,0.052909277
693f02a0-3666-4e1e-bc4f-1ddb2cda5ab2.png,0.23868786,-0.011694087,-0.0073177423
64a394e7-c0c9-40df-a0be-266d7df4e080.png,0.14273672,0.11466994,0.08812064
b236c2fe-2561-45dd-8178-9e74dbc161ea.png,0.18232366,0.14794745,0.10988961
9f923d52-2c9d-4b0e-b227-aa8473169431.png,0.087357365,0.31027317,0.2653903
38af3f4a-c9c8-4706-ad88-c9b71623502d.png,0.10850826,0.16012457,0.1147262
f42b9536-0757-41c9-af03-5dffe1c244aa.png,0.0938243,0.23013416,0.1680227
fa464bf3-055b-4e69-b02f-948b7313c82d.png,0.22097711,0.096442625,0.08161108
a650b813-79bf-4f85-8b11-0c380955a01f.png,0.09241949,0.2888996,0.2648047
9d1d870d-af0f-4f88-a58f-ee8efd814017.png,0.25042912,-0.057816707,-0.04150142
8d34063d-c5e5-40c4-b803-f75f91f0bb4d.png,0.21751168,0.021357164,0.019262446
1cb18d41-b09d-419d-bf05-11283fd8d546.png,0.1543829,0.1143748,0.08738234
b11280c6-014e-4f6a-a807-9b9098d146a3.png,0.23645377,0.057132747,0.042025607
8a8d73b7-fac0-4e56-9b4d-5bceb02c0d66.png,0.21993807,0.101378754,0.08406837
f0477464-9d15-45f6-876e-c1d92e08c270.png,0.15538149,0.13905036,0.10474396
2b7e5066-9de5-442a-9630-d3f1f9f54e4f.png,0.07678667,0.26470897,0.18974826
